age,sex,autonomy_freedom,autonomy_interesting,autonomy_options,competence_matched,competence_capable,competence_competent,related_important,related_fulfilling,related_not_close,enjoyment_fun,enjoyment_attention,enjoymen_boring,enjoyment_enjoyed,extrinsic_avoid,extrinsic_forget,extrinsic_compelled,extrinsic_escape,spane_acnh_positive,spane_acnh_negative,spane_acnh_good,spane_acnh_bad,spane_acnh_pleasant,spane_acnh_unpleasant,spane_acnh_happy,spane_acnh_sad,spane_acnh_afraid,spane_acnh_joyful,spane_acnh_angry,spane_acnh_contented,Hours,happiness_value
21,1,7,6,5,7,7,7,7,7,2,7,1,1,7,5,6,7,7,6,2,7,2,7,1,7,2,1,7,3,7,1.87,5.0
35,2,5,6,5,6,7,7,5,5,3,6,3,2,6,5,7,5,7,4,1,5,1,5,1,4,1,1,6,1,4,1.53,3.67
25,1,7,6,7,7,7,7,7,7,2,7,1,1,7,2,6,7,6,7,1,7,1,7,1,7,2,1,7,1,6,1.81,5.67
24,2,5,5,5,4,5,4,6,6,2,5,5,4,4,5,5,5,5,6,4,5,2,4,2,5,3,1,5,1,4,1.31,2.67
29,2,5,5,5,6,6,7,5,5,3,6,3,3,5,5,5,6,5,6,3,6,2,6,3,5,1,1,4,1,5,1.17,3.5
34,2,6,6,6,7,7,6,6,6,4,7,1,1,7,4,5,5,5,6,1,5,1,5,1,6,1,1,6,1,7,2.31,4.83
52,1,5,5,5,6,4,5,2,2,6,7,2,2,6,2,7,4,6,4,1,5,1,6,1,4,1,1,4,1,5,2.46,3.67
20,2,6,4,4,5,6,5,7,7,4,7,5,5,7,2,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,1.37,0.0
26,2,7,7,7,6,7,7,5,5,2,7,1,1,7,1,4,5,5,5,1,5,1,5,1,5,1,1,2,1,5,1.39,3.5
35,1,5,3,5,7,7,7,4,3,6,6,2,3,5,5,5,6,6,4,1,4,1,5,1,4,1,1,4,1,6,1.85,3.5
26,2,6,6,6,6,6,6,5,5,2,7,2,6,6,2,5,2,2,5,2,5,2,5,3,6,3,2,5,2,6,1.01,3.0
32,2,5,5,5,4,5,4,4,3,3,6,2,2,6,2,5,4,5,3,2,3,1,6,1,3,1,1,4,1,6,1.54,3.0
48,1,6,6,6,5,6,7,6,5,4,7,2,1,7,4,4,6,5,3,2,5,1,7,1,7,2,1,6,1,5,2.89,4.17
25,1,7,5,5,7,5,3,5,5,2,6,1,1,7,2,7,6,7,6,1,5,1,6,1,5,1,1,3,1,4,1.81,3.83
55,1,5,6,5,5,5,6,2,2,6,6,3,2,6,1,1,5,3,4,1,4,1,4,1,4,1,1,1,1,4,2.46,2.5
36,1,5,5,6,5,6,6,5,5,3,7,5,4,6,2,4,5,3,4,2,4,1,4,1,4,2,1,3,2,6,2.03,2.67
44,1,7,6,6,5,7,7,6,4,2,7,2,2,7,2,5,5,5,5,2,6,2,7,1,5,1,1,7,1,6,4.64,4.67
41,2,5,6,6,6,6,6,5,5,3,6,3,3,6,2,5,2,3,6,1,6,2,6,2,6,1,1,5,1,5,1.98,4.33
32,2,3,1,4,3,7,7,6,6,2,6,5,3,4,1,1,1,5,4,1,4,2,4,1,4,1,1,4,1,1,1.28,2.33
32,1,6,5,5,6,5,6,6,5,6,7,4,3,7,4,5,5,5,5,3,5,2,6,2,5,1,1,6,1,6,2.7,3.83
40,2,6,5,7,7,6,7,5,5,3,6,6,2,7,5,5,6,6,6,2,5,1,6,2,5,1,1,7,2,6,1.19,4.33
25,2,7,5,7,6,7,7,7,7,2,6,4,2,7,3,6,6,5,7,1,7,1,7,1,7,1,1,7,1,7,1.67,6.0
29,1,6,6,7,7,7,7,5,5,2,6,2,1,6,5,5,6,6,6,2,6,1,6,1,7,1,1,6,2,6,1.35,4.83
20,1,7,5,6,7,5,7,7,6,7,7,1,1,7,4,7,7,7,7,2,6,2,7,1,7,1,1,4,1,5,6.32,4.67
19,2,7,6,6,7,6,7,5,5,5,7,3,2,6,1,5,2,5,5,2,5,1,5,2,5,4,1,5,1,6,1.02,3.33
25,2,5,4,4,4,5,5,4,4,2,6,4,5,6,1,5,1,3,4,1,4,1,6,1,4,2,1,4,1,5,1.43,3.33
28,1,7,7,7,7,7,7,5,5,2,7,1,1,7,1,5,6,5,4,1,5,1,4,1,6,1,1,6,1,6,1.31,4.17
55,1,6,5,5,6,7,7,5,5,2,7,2,2,7,5,6,5,6,7,1,6,1,6,1,6,1,1,4,1,5,5.6,4.67
33,2,6,6,6,6,6,6,5,6,2,7,1,1,7,5,7,4,7,6,1,6,1,7,1,7,1,1,7,1,5,1.25,5.33
38,1,6,7,7,7,7,7,7,7,1,7,1,1,7,5,7,7,7,6,3,6,3,6,3,6,3,1,6,2,6,2.03,3.5
30,2,3,2,2,1,4,2,5,5,3,3,4,5,4,1,4,2,3,4,2,4,2,4,2,4,2,2,4,3,4,1.03,1.83
53,1,7,7,7,7,7,7,6,6,1,7,1,1,7,1,1,5,7,7,1,7,1,7,1,7,1,1,7,1,7,2.89,6.0
20,1,6,5,6,5,5,5,5,6,3,7,4,3,6,4,6,5,5,5,3,4,2,5,3,5,3,2,4,3,4,1.09,1.83
24,2,6,5,5,6,6,7,7,6,2,6,2,1,7,5,5,6,5,5,3,4,2,5,3,3,1,1,3,2,4,1.67,2.0
25,1,7,6,6,7,7,6,4,4,4,7,2,1,7,4,4,4,4,7,1,7,1,6,2,6,1,1,6,1,7,1.55,5.33
27,2,6,5,5,4,5,6,5,5,3,6,5,5,3,2,4,6,2,3,2,5,2,4,2,5,2,2,5,2,5,1.17,2.5
26,1,5,5,3,3,7,7,5,5,3,6,5,5,5,1,1,1,5,5,6,5,2,5,2,6,2,1,5,1,6,1.02,3.0
28,2,6,7,6,7,7,7,5,6,2,7,1,1,7,3,1,7,2,6,2,6,2,6,2,6,1,1,7,2,2,3.57,3.83
24,1,7,7,7,7,7,7,6,6,2,7,3,1,7,2,5,5,6,6,1,6,1,6,1,6,1,1,5,1,7,1.81,5.0
21,1,7,7,7,7,7,7,7,7,1,7,1,1,7,1,4,6,2,7,1,7,1,7,1,7,1,1,7,1,7,1.81,6.0
40,2,6,6,6,6,5,5,5,5,3,7,3,3,6,3,6,2,2,5,2,5,2,6,2,6,1,1,6,3,5,1.98,3.67
51,2,5,5,6,6,6,6,6,6,2,6,1,1,6,2,2,2,2,4,1,4,1,4,1,4,1,1,4,1,4,1.89,3.0
35,2,5,5,6,5,6,7,5,4,4,6,2,1,7,3,5,3,5,6,1,6,2,6,1,5,1,1,2,1,5,1.67,3.83
40,1,7,6,6,6,6,6,6,6,4,7,2,1,7,6,6,7,7,5,1,5,1,5,1,5,1,1,5,1,5,2.38,4.0
27,1,7,7,7,6,7,7,7,7,1,7,1,1,7,3,5,5,6,6,1,7,2,7,1,7,2,1,7,1,7,1.55,5.5
28,1,7,6,6,6,6,4,5,5,1,7,1,1,7,1,1,4,4,6,2,6,2,6,2,6,2,2,6,4,6,2.03,3.67
30,4,5,5,5,3,6,6,5,5,3,6,3,3,6,1,6,5,5,6,2,5,4,5,3,5,2,1,5,4,5,1.07,2.5
30,1,7,7,7,7,7,7,5,5,2,7,1,1,7,6,7,6,7,5,2,5,2,6,1,6,2,1,6,1,7,2.36,4.33
39,2,6,2,6,6,6,7,1,2,5,6,5,3,6,1,1,1,1,5,2,5,2,5,2,5,2,2,5,2,5,1.63,3.0
37,2,7,3,5,5,5,6,4,4,4,6,2,3,6,4,6,3,5,6,2,7,2,1,3,7,2,2,7,1,7,1.43,3.83
30,1,6,5,6,6,6,6,4,2,5,6,2,4,7,1,7,6,7,4,2,4,1,4,1,4,1,1,5,2,6,1.85,3.17
31,1,4,5,5,5,6,6,4,4,3,6,2,2,6,4,5,5,5,2,5,2,5,2,4,2,5,2,2,3,2,1.01,-2.0
65,1,7,7,7,7,7,7,5,5,3,7,1,1,7,1,7,3,7,7,1,7,2,7,1,7,1,1,7,1,7,2.68,5.83
26,1,6,5,5,7,7,7,4,4,4,7,1,1,7,1,4,1,5,5,1,5,1,5,1,5,2,1,6,1,1,2.03,3.33
39,1,7,4,6,6,6,6,4,4,6,7,3,4,6,2,2,2,2,5,2,5,2,5,2,5,2,2,5,2,5,2.46,3.0
23,2,6,5,6,4,6,5,5,5,2,6,2,1,6,3,7,5,6,5,1,3,1,7,1,6,1,1,7,1,5,1.67,4.5
21,1,6,5,6,5,6,6,5,5,2,6,2,2,6,1,5,4,2,5,2,5,1,4,1,4,1,1,5,1,4,1.81,3.33
23,1,6,4,5,4,3,4,5,5,3,6,3,3,6,2,6,4,6,5,2,5,2,5,2,5,3,2,5,2,5,1.81,2.83
38,1,7,7,7,7,7,5,2,4,5,7,1,1,7,5,5,4,7,7,1,7,1,7,1,7,1,1,7,1,7,2.57,6.0
32,1,6,5,6,6,6,7,7,6,2,6,2,1,6,2,5,7,7,5,2,6,1,6,1,6,1,1,7,1,7,2.61,5.0
18,1,6,5,4,4,6,6,7,7,1,6,3,2,7,4,5,5,6,6,1,7,1,7,1,7,2,2,7,1,6,3.46,5.33
36,1,6,4,6,6,5,6,4,4,4,6,2,4,6,2,2,4,4,6,2,6,2,6,2,6,2,2,6,4,6,1.62,3.67
18,2,7,6,6,6,7,7,5,5,3,6,3,2,6,1,6,3,6,5,2,5,2,5,2,4,4,3,4,1,4,1.23,2.17
33,1,3,5,5,4,5,6,5,5,3,6,6,3,5,1,1,4,2,3,2,4,1,4,1,4,1,1,4,2,4,2.03,2.5
23,1,7,7,7,7,7,7,4,6,1,6,5,3,7,1,6,3,7,7,1,7,1,4,2,6,2,1,7,1,7,3.2,5.0
18,1,7,5,6,6,6,5,6,6,4,6,2,2,6,2,6,2,6,6,1,6,1,6,1,6,1,1,6,1,6,1.08,5.0
47,2,6,6,6,6,6,6,5,5,2,6,2,2,7,5,5,6,6,6,2,6,2,6,2,7,1,1,6,1,5,1.43,4.5
30,2,5,2,4,6,4,7,2,3,6,6,4,3,5,4,4,5,4,6,2,5,1,6,1,4,1,1,3,1,7,1.43,4.0
23,2,6,5,6,6,6,6,6,6,4,7,3,1,7,5,5,6,6,6,2,6,1,6,1,7,1,1,6,2,7,1.27,5.0
28,1,7,6,6,6,7,7,7,7,7,7,1,1,7,4,6,5,5,7,2,7,2,7,2,7,2,4,7,4,7,2.03,4.33
28,1,5,3,4,6,5,7,6,5,6,6,2,4,6,7,7,5,7,5,2,5,1,6,1,5,2,1,4,2,7,1.81,3.83
20,2,6,4,4,4,4,2,2,3,4,3,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.43,0.0
29,2,3,5,5,4,3,5,5,5,4,6,2,2,6,1,2,2,2,5,3,5,3,5,3,5,3,3,5,3,5,1.67,2.0
29,2,5,5,5,6,6,6,5,5,4,6,3,3,5,3,5,5,5,5,3,5,2,4,1,5,2,1,4,2,3,1.67,2.5
32,2,6,5,6,6,7,7,5,5,2,7,1,2,7,1,5,7,7,7,1,7,1,7,1,7,1,1,7,3,7,1.13,5.67
27,1,6,5,6,6,5,6,5,5,2,6,1,2,7,4,4,5,4,5,2,6,1,5,2,6,2,1,6,1,5,1.29,4.0
21,2,6,6,6,6,7,7,5,5,2,7,2,2,6,1,1,6,2,6,1,6,1,6,1,6,1,1,6,1,7,1.27,5.17
50,2,6,5,4,6,6,6,4,4,4,6,5,4,5,5,5,4,5,4,4,4,4,4,1,4,1,1,4,2,3,2.15,1.67
43,2,6,6,6,6,6,7,6,5,4,7,2,3,6,4,5,5,5,5,2,6,2,4,1,6,1,1,6,1,4,4.07,3.83
28,2,7,7,7,7,6,7,5,6,1,7,2,1,7,2,5,6,5,5,2,7,1,6,1,6,2,1,6,1,6,1.44,4.67
41,1,7,6,7,7,7,7,6,6,4,7,4,1,7,2,7,5,7,5,2,6,2,7,1,5,3,1,4,1,7,2.28,4.0
19,2,6,5,6,6,5,7,5,5,3,7,6,2,7,4,5,6,5,6,2,7,1,7,2,6,1,1,6,1,7,1.1,5.17
38,2,6,2,6,6,6,6,6,5,4,6,2,4,6,3,6,5,6,4,1,4,1,5,1,4,2,1,2,1,6,1.67,3.0
20,1,6,5,7,6,5,6,5,5,3,6,5,2,6,2,3,4,4,4,3,4,2,5,1,5,4,1,4,2,6,1.19,2.5
36,1,6,4,6,6,6,6,5,5,5,6,6,5,6,1,6,4,6,5,4,5,4,5,4,5,2,1,4,6,4,1.8,1.17
19,1,6,6,6,7,7,5,5,5,2,7,1,1,7,5,5,5,6,4,1,7,2,7,2,7,1,1,7,1,6,1.17,5.0
38,2,4,3,3,2,6,7,5,5,3,5,4,4,5,1,1,3,1,4,1,4,1,3,1,1,1,1,2,3,3,1.43,1.5
52,2,7,7,7,7,7,7,6,6,2,7,1,1,7,1,7,1,7,6,1,5,1,6,1,6,1,1,4,1,4,1.68,4.17
23,1,7,7,7,7,5,5,4,4,4,6,5,2,7,2,7,5,7,6,2,7,1,6,2,6,3,3,4,1,5,1.57,3.67
30,2,7,5,6,6,7,6,6,6,4,6,4,4,5,4,6,6,7,6,3,7,2,7,1,6,3,4,5,2,4,1.49,3.33
18,1,7,6,5,6,7,7,6,6,2,7,2,3,6,1,5,6,5,7,1,7,1,7,1,7,1,1,6,2,7,1.85,5.67
19,1,5,5,6,6,6,6,5,5,2,7,2,2,6,2,2,2,5,6,1,6,1,6,1,5,1,1,5,2,7,1.81,4.67
29,1,7,7,7,7,7,7,6,6,2,7,1,1,7,1,2,6,6,7,1,7,1,7,1,7,1,1,7,1,7,4.09,6.0
34,2,6,7,7,7,7,7,5,5,2,7,1,1,7,4,6,6,6,7,1,7,1,7,1,6,2,1,7,1,7,3.44,5.67
25,1,7,5,5,1,7,7,5,5,2,7,1,1,6,3,7,3,7,6,1,6,1,6,1,5,1,1,5,1,7,1.52,4.83
29,1,4,6,6,7,7,5,5,5,2,7,2,1,7,2,4,5,3,5,1,5,1,7,1,5,1,1,3,1,6,2.49,4.17
22,2,5,5,5,5,6,7,5,5,2,7,2,1,7,5,5,6,6,6,1,6,2,7,2,5,1,1,6,1,7,1.02,4.83
19,2,4,5,6,5,6,4,5,5,3,6,3,3,6,1,5,3,4,5,3,5,2,6,2,6,2,1,5,4,4,1.0,2.83
22,2,6,5,7,7,7,5,7,7,1,7,1,1,7,1,6,2,6,7,2,7,1,7,2,7,1,1,7,1,4,1.51,5.17
18,4,6,5,4,5,6,7,3,1,6,7,2,3,7,5,5,7,5,7,3,7,2,7,1,7,1,1,7,2,7,1.43,5.33
35,2,6,6,6,4,6,6,5,5,2,7,1,1,7,4,5,6,5,6,2,6,1,6,2,6,2,1,5,2,7,2.49,4.33
18,2,7,7,7,7,7,7,7,7,2,7,1,1,7,1,7,2,7,7,1,7,1,7,1,7,1,1,7,1,7,1.67,6.0
32,2,5,6,5,5,6,6,4,4,4,6,4,2,6,2,1,6,1,6,1,6,1,6,1,6,1,1,6,1,6,1.48,5.0
24,2,5,3,3,3,5,5,4,4,5,5,5,5,5,5,5,5,5,5,2,5,2,5,2,5,2,1,5,1,4,1.45,3.17
27,1,5,3,3,3,5,7,5,5,3,6,5,2,6,2,5,4,4,3,1,3,1,3,1,4,1,1,4,1,4,2.03,2.5
21,1,4,4,5,5,5,4,4,4,2,7,2,4,5,4,3,4,3,5,1,6,1,6,2,6,2,2,6,1,1,1.61,3.5
25,1,6,6,6,7,6,7,6,6,1,7,2,2,7,2,5,4,5,7,1,7,1,7,2,6,1,1,7,1,7,1.81,5.67
37,3,6,7,7,7,5,6,4,4,1,7,1,1,7,2,6,7,7,7,1,7,1,6,2,7,1,1,6,2,6,1.27,5.17
21,2,4,5,6,4,6,6,5,5,2,6,2,2,6,1,1,1,1,4,1,5,1,5,1,5,1,1,5,1,4,1.67,3.67
40,2,6,6,6,7,7,7,5,5,2,7,1,1,7,2,5,5,6,6,1,6,1,7,1,5,1,1,5,1,7,1.98,5.0
29,1,6,2,6,7,6,6,5,5,3,5,6,5,3,3,1,4,2,3,1,4,1,2,1,4,2,1,3,1,2,2.46,1.83
45,2,2,3,4,4,4,6,5,5,3,5,3,4,5,1,2,2,2,5,3,5,2,4,3,5,1,3,3,3,4,1.85,1.83
19,2,6,5,5,4,5,6,5,6,2,7,4,2,6,2,3,4,4,5,1,5,1,5,1,4,2,1,5,2,7,1.31,3.83
20,1,7,6,6,7,7,7,5,5,2,7,2,1,7,4,7,7,7,6,1,6,1,6,1,7,1,1,7,2,7,1.81,5.33
28,3,6,6,6,7,6,6,5,5,4,7,2,2,6,4,6,5,6,5,1,5,1,6,2,6,1,2,6,1,5,1.28,4.17
23,2,6,3,5,5,5,5,5,5,5,6,2,3,5,5,6,5,4,5,2,5,1,5,2,6,1,1,6,2,5,1.39,3.83
29,1,6,6,6,6,6,6,5,5,2,7,1,2,6,4,5,2,6,6,2,6,1,6,1,6,2,1,5,3,7,2.03,4.33
23,1,6,7,7,5,6,6,6,6,6,7,1,1,7,2,6,6,5,6,2,5,1,6,1,6,1,1,6,1,6,1.02,4.67
23,1,5,7,7,5,5,6,6,5,2,7,1,1,7,2,7,4,6,5,1,6,1,7,1,5,2,1,5,1,5,1.64,4.33
33,2,7,7,7,7,7,7,5,5,2,7,1,1,7,7,7,1,7,7,1,7,1,7,1,7,1,1,7,1,7,1.33,6.0
27,1,7,4,4,5,3,5,4,4,4,5,5,3,5,5,5,5,5,5,2,5,2,5,1,5,1,1,5,1,5,1.73,3.67
36,2,3,2,2,4,4,4,4,4,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1.43,0.0
36,2,7,7,7,5,6,7,7,7,1,7,4,3,6,1,3,5,6,7,1,6,1,6,1,6,1,1,6,2,7,1.35,5.17
38,1,6,6,6,6,6,7,6,6,1,7,1,1,7,3,2,5,2,5,2,6,2,6,2,6,1,1,6,1,6,1.71,4.33
39,1,6,6,6,4,6,7,5,5,2,6,2,2,6,5,7,6,7,4,1,4,1,6,1,6,1,1,6,1,6,1.17,4.33
33,2,5,5,3,5,4,5,5,5,3,5,3,5,5,2,5,5,6,4,1,4,1,4,1,4,1,1,1,1,4,1.12,2.5
26,2,7,6,7,5,5,4,5,6,4,7,5,2,7,4,6,6,7,7,3,5,1,7,1,7,2,2,6,2,2,1.52,3.83
20,2,6,4,5,6,7,7,3,4,4,7,5,3,6,4,7,5,7,3,1,5,1,6,2,4,5,1,2,1,6,1.07,2.5
27,2,7,7,7,7,7,4,7,7,5,7,1,1,7,4,5,4,7,7,1,7,1,7,1,7,1,1,7,1,1,1.18,5.0
48,2,6,5,6,7,6,5,5,5,2,7,2,2,6,4,5,4,5,5,3,4,1,6,2,5,1,1,5,2,4,2.24,3.17
19,1,7,6,7,6,7,7,7,7,4,7,2,1,7,4,7,7,6,4,3,5,4,4,3,5,4,2,3,4,5,1.79,1.0
44,1,6,6,6,6,7,7,5,5,2,7,2,2,7,5,6,6,6,5,1,5,1,6,1,6,2,1,6,2,7,2.13,4.5
21,3,6,6,6,5,6,5,7,6,4,7,2,2,6,3,6,5,6,5,1,5,1,6,2,5,2,1,6,1,7,1.5,4.33
18,2,6,7,6,7,6,5,5,5,3,7,4,5,5,2,1,5,2,7,2,6,1,5,2,6,1,1,6,2,1,1.12,3.67
35,4,6,5,5,6,6,6,5,5,2,6,2,2,6,5,7,6,6,6,2,6,2,6,2,4,2,1,3,1,6,3.25,3.5
32,1,7,6,6,7,4,6,7,6,1,7,1,1,7,2,6,4,5,6,1,6,2,6,1,6,2,1,7,2,6,2.03,4.67
23,2,7,7,7,7,7,7,7,7,2,7,2,1,7,1,5,5,6,7,1,7,1,7,1,7,1,3,7,2,7,1.78,5.5
29,2,3,4,4,3,5,6,5,5,4,5,2,5,4,5,2,5,3,4,3,4,2,4,3,4,1,1,3,2,4,1.67,1.83
30,3,3,2,1,5,7,7,4,4,3,7,6,3,6,1,5,1,7,4,2,4,2,6,1,5,1,1,4,1,7,1.43,3.67
19,1,7,7,6,7,7,7,5,5,2,7,2,2,6,5,4,6,5,6,2,7,1,7,2,5,1,1,7,1,7,1.25,5.17
23,1,6,7,6,6,7,7,7,7,1,7,1,1,7,2,7,7,7,7,2,6,2,6,2,7,3,1,7,2,6,2.22,4.5
21,3,6,5,5,5,7,5,6,6,4,6,4,1,7,4,5,4,6,5,2,5,2,5,2,4,1,1,5,1,4,2.36,3.17
33,1,5,5,6,6,4,5,5,5,2,6,1,2,6,1,5,5,6,4,2,4,2,4,2,4,2,1,4,4,5,1.5,2.0
33,1,6,5,4,6,4,5,5,5,4,6,5,2,6,2,4,4,5,3,4,4,4,4,4,4,4,3,4,4,2,2.68,-0.33
32,1,7,7,7,7,7,7,7,7,1,7,1,1,7,2,2,6,6,5,1,5,1,6,1,6,1,1,6,1,6,1.13,4.67
30,1,6,5,4,6,7,6,5,5,2,7,2,1,6,2,7,2,7,5,2,5,2,6,1,6,1,1,3,2,5,1.14,3.5
23,2,5,5,7,7,7,6,2,3,4,7,1,5,5,1,1,3,2,5,2,6,2,7,2,6,2,1,7,1,4,1.43,4.17
21,2,7,6,7,6,7,7,5,5,2,7,2,2,6,1,6,2,6,6,1,6,1,6,1,6,1,1,4,1,7,1.67,4.83
22,1,7,7,7,7,7,7,4,4,2,7,1,1,7,2,7,7,7,5,2,5,2,5,2,6,1,1,6,1,6,1.07,4.0
25,1,7,7,7,7,7,7,6,7,7,7,1,1,7,1,4,7,4,4,1,1,1,1,7,1,1,1,7,1,1,2.97,0.5
30,2,6,4,5,5,6,6,7,7,2,6,2,1,6,4,6,5,6,6,2,5,2,7,1,6,1,1,6,2,6,1.83,4.5
30,1,6,6,6,6,6,6,6,6,2,7,2,1,7,5,6,6,7,6,2,6,1,6,1,6,1,4,6,3,5,1.0,3.83
25,1,5,3,5,5,5,7,4,4,5,7,5,3,6,2,6,3,5,4,1,5,1,6,1,5,1,1,5,1,5,1.85,4.0
23,2,6,5,6,4,6,7,5,5,2,6,2,1,6,5,7,6,6,6,2,6,2,6,2,6,2,2,4,1,7,1.37,4.0
28,2,3,5,6,2,5,6,5,5,3,7,3,2,5,3,5,2,5,5,2,5,2,6,1,5,3,1,5,2,6,1.17,3.5
38,2,6,6,5,6,7,7,6,6,7,6,2,2,6,2,1,4,2,6,2,6,2,6,2,6,2,2,6,2,6,1.71,4.0
39,2,5,5,5,2,7,7,5,5,2,6,2,2,6,2,3,4,2,6,2,6,1,6,1,5,1,1,6,1,7,1.37,4.83
25,2,6,5,6,6,7,7,5,5,2,7,1,1,7,1,2,3,4,7,1,7,1,7,1,7,1,1,7,2,7,1.67,5.83
33,2,6,4,4,7,6,7,7,6,5,6,3,3,5,7,5,4,5,7,1,7,1,6,1,6,2,1,6,1,7,1.65,5.33
41,2,6,5,6,7,7,7,5,5,2,7,2,2,7,1,3,1,6,5,1,5,1,7,1,6,1,1,4,1,7,1.98,4.67
28,1,6,5,6,6,6,6,5,5,3,6,2,2,6,3,6,5,6,5,2,5,2,5,2,5,2,2,5,2,5,1.36,3.0
29,2,5,2,5,4,6,1,5,5,2,7,1,1,7,2,1,5,1,6,2,6,2,6,2,6,2,1,7,1,7,1.67,4.67
28,2,4,5,5,3,4,4,5,5,3,5,3,3,4,2,1,3,1,3,1,1,1,3,1,4,1,1,4,1,3,1.35,2.0
38,1,6,6,6,6,6,6,5,5,2,7,1,1,6,3,7,6,7,6,2,5,3,6,2,5,2,2,6,2,6,2.35,3.5
19,2,6,6,6,7,7,7,5,6,2,7,2,2,7,4,2,5,2,6,1,5,1,6,1,6,1,1,6,1,7,1.83,5.0
19,2,7,7,7,7,7,7,7,6,1,7,1,1,7,6,7,6,6,7,1,7,1,7,1,7,1,1,7,1,7,1.19,6.0
31,2,6,6,6,5,4,4,5,5,2,6,2,2,6,4,4,5,5,6,1,6,1,6,1,7,1,1,6,1,5,1.67,5.0
32,2,2,3,3,7,6,5,4,4,3,7,2,1,6,6,7,5,7,4,1,5,1,6,1,6,1,1,4,1,4,2.04,3.83
36,1,6,6,6,6,6,7,5,5,4,7,3,1,7,1,5,5,5,6,2,6,2,6,2,6,2,1,6,2,5,2.03,4.0
27,2,7,7,6,7,5,5,5,5,3,7,1,4,7,2,4,6,7,6,4,4,5,4,4,7,4,7,7,4,7,1.06,1.17
59,2,5,7,6,6,7,6,5,5,3,7,6,2,7,5,4,4,6,6,1,6,1,6,1,6,1,1,5,2,6,2.48,4.67
35,2,4,5,5,4,6,6,5,5,2,7,2,1,7,4,4,4,4,5,1,5,1,5,1,5,1,1,5,1,5,1.08,4.0
26,1,7,7,7,7,7,7,7,7,1,7,1,1,7,5,5,7,5,7,1,7,1,7,1,7,1,4,7,1,7,2.46,5.5
24,2,6,5,5,5,5,6,5,5,3,6,5,5,5,2,4,4,5,5,3,5,4,5,3,5,4,5,4,4,4,1.17,0.83
31,2,7,7,7,7,7,7,7,7,1,7,1,1,7,5,7,7,7,7,1,7,1,7,1,7,1,1,7,1,7,1.67,6.0
22,1,7,6,6,7,7,7,6,6,2,7,2,1,7,1,2,6,5,7,1,7,1,7,2,7,1,1,7,2,7,1.89,5.67
20,1,4,4,6,7,4,3,5,5,3,7,3,2,7,2,7,7,4,7,1,7,1,7,1,7,1,1,1,1,7,1.81,5.0
41,2,7,7,7,7,7,7,5,5,2,7,1,1,7,4,4,6,4,7,2,6,2,7,1,6,2,1,7,2,7,1.01,5.0
18,1,3,5,6,5,6,6,6,6,2,6,3,3,6,2,6,2,6,3,4,3,4,4,4,4,4,2,4,3,4,1.81,0.17
33,1,6,5,5,3,4,5,5,5,3,5,6,5,5,2,6,5,5,4,3,4,2,4,2,4,1,1,4,1,3,1.85,2.17
37,2,6,7,6,6,6,7,6,6,2,7,1,1,7,5,4,6,6,4,4,4,2,4,2,5,1,1,4,1,4,2.55,2.33
26,1,6,5,6,4,7,6,4,4,4,7,1,1,7,2,2,5,7,6,1,6,1,6,1,5,1,1,6,1,5,1.85,4.67
32,2,7,7,7,6,6,6,5,5,2,7,2,1,7,5,6,5,5,6,1,5,1,5,1,6,1,1,6,1,6,1.26,4.67
26,4,5,5,6,6,7,7,6,3,2,6,3,2,5,2,5,5,5,5,1,6,1,7,1,4,2,1,3,1,7,2.37,4.17
24,4,5,3,4,5,5,5,5,5,3,5,5,4,5,5,5,4,5,4,2,5,1,4,2,3,1,2,4,1,5,1.3,2.67
45,2,2,2,2,2,3,7,4,4,6,4,3,4,4,7,5,5,6,3,4,3,2,3,2,2,2,1,2,2,5,1.99,0.83
40,2,6,5,5,5,7,6,5,5,2,7,2,2,7,2,2,4,2,5,1,5,1,5,1,6,1,1,5,1,4,2.07,4.0
27,2,7,7,7,5,5,7,7,7,2,7,1,2,6,2,2,2,5,6,2,6,2,6,2,7,2,1,7,3,7,1.14,4.5
38,2,4,5,5,5,6,6,3,3,4,6,5,2,6,4,5,5,5,4,2,4,3,3,2,3,2,1,3,4,3,1.43,1.0
56,2,5,5,6,6,5,5,4,4,2,6,2,2,5,2,5,2,5,5,2,5,2,5,2,5,2,2,5,2,5,2.07,3.0
30,3,3,5,4,4,7,6,5,5,3,6,5,1,5,5,5,3,5,4,1,3,2,3,1,2,1,1,2,1,3,1.06,1.67
38,1,7,6,6,6,7,7,4,4,5,7,1,1,7,2,5,3,5,5,1,5,1,5,1,5,2,1,4,1,6,1.85,3.83
30,2,6,5,5,5,6,6,5,5,2,6,2,2,6,2,3,4,3,6,2,6,1,6,2,6,1,1,6,2,5,2.01,4.33
30,1,7,6,5,5,6,6,3,4,7,7,2,1,7,1,5,6,6,6,1,6,1,5,1,7,1,1,4,1,6,1.85,4.67
25,1,7,7,6,7,7,7,5,5,2,7,1,1,7,1,7,2,7,6,1,6,1,5,1,7,1,1,4,1,6,1.81,4.67
