age,sex,autonomy_freedom,autonomy_interesting,autonomy_options,competence_matched,competence_capable,competence_competent,related_important,related_fulfilling,related_not_close,enjoyment_fun,enjoyment_attention,enjoymen_boring,enjoyment_enjoyed,extrinsic_avoid,extrinsic_forget,extrinsic_compelled,extrinsic_escape,spane_acnh_positive,spane_acnh_negative,spane_acnh_good,spane_acnh_bad,spane_acnh_pleasant,spane_acnh_unpleasant,spane_acnh_happy,spane_acnh_sad,spane_acnh_afraid,spane_acnh_joyful,spane_acnh_angry,spane_acnh_contented,Hours,happiness_value
39,2,6,6,6,6,6,6,5,5,3,7,2,2,7,1,7,7,7,5,3,5,3,5,3,5,3,3,5,3,5,1.23,2.0
40,2,6,5,6,4,5,6,5,5,5,5,3,3,5,2,2,3,4,4,2,3,2,5,2,4,1,1,5,3,5,3.38,2.5
32,1,7,6,7,7,7,7,5,6,3,7,2,1,7,4,5,4,6,6,2,6,1,6,1,7,2,1,6,1,4,1.28,4.5
39,2,4,4,3,4,4,4,5,5,3,5,5,5,5,5,6,6,5,6,2,6,2,5,2,6,2,1,5,1,5,1.17,3.83
22,2,6,4,6,5,7,7,5,5,3,6,3,3,5,2,4,6,4,5,2,5,2,5,2,5,1,1,6,1,4,1.12,3.5
19,2,6,6,6,6,6,6,6,6,4,7,4,4,5,2,5,4,5,5,2,5,2,5,2,5,2,2,5,2,6,1.67,3.17
20,1,6,5,6,7,7,7,5,5,2,6,2,2,6,2,5,6,6,5,1,5,1,5,1,5,1,1,5,1,5,1.71,4.0
62,1,5,4,4,6,6,6,4,4,4,5,5,5,6,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1.42,0.0
57,1,5,5,6,5,7,7,7,7,1,7,1,1,7,1,5,1,6,6,1,6,1,7,1,6,1,1,7,1,6,2.89,5.33
41,1,5,3,4,7,7,7,7,7,3,5,6,5,6,2,6,5,6,4,3,3,1,4,1,3,1,1,1,1,4,1.08,1.83
34,1,6,6,6,7,7,7,6,6,4,6,2,2,7,5,7,6,7,4,2,4,2,4,2,4,3,2,4,2,4,1.71,1.83
33,1,6,5,5,5,5,5,4,4,4,6,2,3,6,2,5,5,4,6,2,6,2,6,2,6,2,2,6,2,6,1.85,4.0
40,1,6,5,5,6,6,2,4,4,6,6,6,2,6,2,2,2,2,2,1,3,1,3,1,3,1,1,3,1,1,1.85,1.5
27,1,6,6,6,3,7,7,5,3,2,7,1,1,6,2,6,5,7,4,1,5,1,3,1,4,1,1,1,1,6,2.03,2.83
24,1,2,2,4,1,3,4,5,5,3,5,7,4,4,2,2,3,2,3,4,3,4,3,3,3,1,1,3,4,3,1.54,0.17
27,1,5,3,5,6,5,6,5,5,3,6,3,3,5,4,3,5,3,5,2,5,2,5,2,5,2,1,5,3,5,1.12,3.0
30,2,6,6,6,6,6,6,5,5,2,7,3,3,6,2,5,5,6,6,4,4,5,5,3,4,6,3,3,2,3,1.19,0.33
41,2,5,5,6,5,6,6,5,6,3,6,3,3,5,3,3,3,5,5,1,5,1,5,1,5,1,1,4,1,5,1.29,3.83
25,2,5,3,5,7,7,7,5,5,2,6,2,1,6,2,2,6,1,5,1,6,1,6,1,6,1,1,4,1,6,1.47,4.5
49,2,6,3,5,4,6,6,4,4,4,6,2,5,4,2,6,5,6,5,2,5,2,5,2,5,2,1,2,2,5,2.15,2.67
23,1,6,5,5,7,7,7,5,5,2,7,2,2,7,1,2,3,2,6,1,5,1,7,1,6,1,1,7,2,6,1.81,5.0
48,2,6,6,6,6,7,6,4,4,4,6,1,1,7,2,6,6,5,6,2,6,2,6,2,6,2,1,6,2,6,2.32,4.17
18,1,7,7,7,7,7,7,5,5,5,7,7,1,7,7,7,7,7,7,5,7,5,5,5,7,5,5,7,5,7,1.81,1.67
19,2,6,6,6,6,6,7,5,5,2,7,1,1,7,1,3,6,1,7,1,7,1,7,1,7,2,2,7,2,7,1.42,5.5
30,2,5,5,4,4,4,5,5,5,3,5,3,3,4,2,2,2,5,4,1,4,1,4,1,3,1,1,4,1,5,1.17,3.0
38,1,7,5,3,7,7,7,5,5,5,7,6,6,7,4,1,1,1,7,2,7,2,7,1,7,2,6,7,7,7,2.03,3.67
38,2,6,3,5,6,6,6,5,5,2,7,2,5,6,1,5,5,3,6,2,6,2,6,2,5,1,1,6,1,6,2.04,4.33
24,2,6,5,4,4,5,7,5,5,3,7,2,4,6,2,5,4,3,6,2,6,1,6,1,7,2,2,6,1,5,1.67,4.5
24,1,6,6,6,6,6,6,5,5,3,6,2,2,6,2,5,2,3,6,3,6,3,6,2,6,2,3,6,2,6,1.01,3.5
39,2,6,6,5,6,7,6,5,5,3,5,4,2,4,1,4,4,1,4,2,4,1,3,1,2,1,1,3,1,2,1.04,1.83
30,2,5,5,5,4,3,6,5,5,3,5,6,4,3,1,4,3,6,3,1,4,1,5,1,4,1,1,3,2,6,1.39,3.0
41,1,6,5,5,6,6,6,5,5,2,6,2,2,6,2,5,2,5,5,2,5,2,4,2,5,2,1,5,2,4,2.38,2.83
30,2,5,3,5,6,6,7,2,2,2,6,4,5,5,2,5,5,6,5,2,5,2,5,2,5,2,2,5,2,5,1.43,3.0
18,2,6,6,6,6,5,6,5,5,3,6,5,2,6,5,5,5,5,5,3,5,3,5,2,4,3,2,5,3,5,1.01,2.17
28,3,7,6,6,6,7,7,5,5,2,7,1,1,7,6,6,5,6,5,2,5,1,6,1,4,1,1,4,1,7,1.59,4.0
26,1,5,3,4,3,5,6,5,5,3,5,5,5,4,3,5,3,5,4,4,4,4,5,2,5,1,1,5,3,4,2.03,2.0
25,2,6,7,5,6,6,7,5,5,4,7,3,3,7,1,5,4,6,6,1,6,1,6,1,6,1,1,6,3,6,1.11,4.67
38,1,6,6,6,6,6,5,6,6,4,7,2,2,7,2,1,2,5,5,2,5,2,5,2,5,2,2,5,2,5,1.12,3.0
24,2,5,5,5,7,7,7,5,5,3,6,3,3,6,1,1,1,1,4,2,4,1,4,1,4,1,1,4,1,4,1.11,2.83
18,2,2,2,2,4,6,7,5,5,3,6,3,3,6,2,5,5,5,5,3,6,2,7,1,4,1,1,1,4,3,1.59,2.33
18,2,6,3,3,2,4,2,3,4,4,2,6,6,2,3,5,3,4,4,2,5,2,2,2,2,1,1,2,1,2,1.43,1.33
41,2,7,7,7,7,7,7,7,7,4,7,1,7,7,5,7,7,7,7,1,7,2,7,2,7,1,1,7,3,7,3.61,5.33
27,1,6,5,5,6,6,6,5,5,2,6,2,1,6,4,4,5,5,5,1,5,1,5,1,4,1,1,5,1,4,2.03,3.67
22,2,6,6,6,4,4,6,5,5,2,7,2,1,6,3,2,5,3,5,1,6,1,5,1,5,1,1,5,1,5,1.6,4.17
57,1,6,6,6,6,6,6,5,5,2,7,2,2,7,4,1,4,2,7,1,6,1,6,1,6,1,1,6,1,6,2.62,5.17
34,1,6,5,6,6,6,5,5,5,2,6,2,2,7,2,7,5,7,6,2,5,1,6,2,7,1,1,6,1,6,7.0,4.67
26,1,6,4,6,7,7,7,5,5,2,7,1,3,6,3,4,4,4,7,1,7,1,7,1,7,1,1,7,1,7,1.34,6.0
32,1,3,3,3,2,4,4,4,4,2,5,5,6,4,4,2,6,3,4,3,4,2,5,2,4,1,1,4,1,4,1.17,2.5
18,2,6,6,6,6,5,6,5,5,3,6,5,3,6,2,2,2,2,6,1,6,1,6,1,6,1,2,6,1,6,2.1,4.83
30,1,5,5,4,6,6,5,5,5,2,6,2,2,6,2,6,6,6,5,2,5,2,5,2,5,2,2,4,3,6,3.7,2.83
38,2,3,5,5,7,5,7,1,1,7,5,2,2,5,1,1,5,1,6,2,6,2,6,2,6,2,2,6,2,6,1.43,4.0
20,1,6,5,5,6,6,6,4,4,5,6,1,1,6,1,5,6,6,5,1,6,1,6,1,6,1,1,5,1,5,1.84,4.5
42,1,6,6,6,6,6,6,1,1,1,6,5,4,6,4,1,1,1,4,4,4,3,3,3,3,3,3,3,3,3,2.46,0.17
36,2,5,4,6,5,5,5,5,5,2,7,2,2,6,2,6,5,5,5,2,4,1,4,1,5,1,1,5,1,5,1.67,3.5
27,3,5,4,5,4,5,6,3,5,4,6,5,5,4,1,5,2,3,4,1,4,2,5,2,4,5,1,5,3,5,1.43,2.17
37,2,6,6,6,6,6,6,6,6,6,7,1,1,7,6,1,7,4,6,4,6,4,6,4,6,4,4,6,4,6,1.49,2.0
25,1,5,3,5,2,6,6,5,5,3,6,6,5,5,1,3,2,2,4,2,4,2,4,2,4,2,1,4,1,4,1.28,2.33
28,2,7,5,7,6,7,7,5,5,2,7,1,1,7,4,6,4,7,5,1,5,1,6,2,7,2,1,6,1,7,1.67,4.67
18,2,5,5,6,7,7,7,5,5,3,6,2,3,5,1,2,5,2,4,3,4,2,4,2,4,1,1,4,1,6,1.8,2.67
32,2,6,5,5,4,6,5,5,5,3,6,4,4,5,4,5,4,2,5,2,6,2,6,2,6,1,2,6,3,4,2.37,3.5
18,2,6,5,7,7,6,6,6,6,1,7,1,1,6,4,2,5,2,6,3,6,1,7,2,7,1,4,7,2,6,1.67,4.33
21,1,7,7,6,7,7,7,5,5,2,7,1,1,7,4,5,5,5,5,1,5,1,5,1,6,1,1,5,1,5,1.31,4.17
21,1,5,5,3,7,6,7,5,5,2,1,2,4,6,5,6,5,4,5,2,5,2,5,2,5,2,2,5,2,5,1.25,3.0
28,1,7,7,7,7,7,7,7,7,1,7,1,1,7,2,6,2,6,7,1,7,1,7,1,7,1,1,7,1,7,2.03,6.0
27,1,7,6,6,6,6,7,5,5,5,7,3,2,6,4,7,5,6,5,1,5,2,5,2,5,1,1,5,1,6,2.8,3.83
43,2,6,6,6,6,6,6,5,5,2,6,2,2,6,4,4,2,2,6,1,5,1,6,1,6,1,1,5,1,5,1.03,4.5
26,4,7,7,6,7,7,7,5,5,2,6,1,1,7,7,7,4,7,6,1,6,1,7,1,6,2,1,7,1,6,1.67,5.17
43,2,6,6,5,6,7,7,5,5,3,7,3,1,7,2,1,2,3,7,3,7,1,7,1,7,1,1,7,2,6,1.85,5.33
48,2,6,6,6,6,6,7,6,6,2,7,1,1,7,5,6,6,6,5,2,6,1,7,1,6,2,1,5,1,6,1.4,4.5
27,3,7,5,6,4,5,5,5,5,3,6,4,2,6,1,6,5,6,5,1,6,1,6,1,6,1,1,4,1,7,1.17,4.67
21,2,3,6,6,6,4,4,3,3,5,6,2,2,6,2,6,2,6,4,2,5,2,4,1,4,1,1,4,1,5,1.43,3.0
34,2,4,3,5,6,6,6,4,4,4,5,5,3,5,3,5,4,5,2,2,2,2,2,2,2,2,2,2,2,2,1.43,0.0
37,2,7,5,6,7,7,7,4,4,1,7,1,1,7,1,2,4,6,7,2,6,2,6,1,6,2,1,4,3,7,1.72,4.17
35,1,7,5,6,3,7,7,7,7,1,7,3,1,7,5,7,4,7,7,1,7,1,7,1,7,2,1,7,1,7,1.34,5.83
53,2,4,5,5,6,5,6,2,3,4,6,5,4,5,2,5,4,5,4,1,5,2,5,2,6,2,4,6,2,6,1.83,3.17
33,1,6,6,6,6,6,6,4,5,1,7,2,2,7,4,6,2,6,3,3,4,3,4,2,4,3,4,4,4,6,1.85,1.0
18,2,6,6,7,6,5,6,6,6,3,7,2,2,6,3,2,4,2,5,1,6,1,6,1,6,1,1,6,1,7,1.23,5.0
21,4,7,7,6,4,6,4,7,6,1,7,1,1,7,1,1,6,1,6,1,6,1,3,1,6,1,1,6,1,5,1.67,4.33
26,1,6,5,7,6,5,6,5,5,3,6,3,2,6,2,6,6,6,5,3,6,4,5,2,6,4,1,4,3,6,1.35,2.5
18,1,6,6,6,6,7,7,5,5,2,7,1,1,7,4,7,6,7,6,2,6,2,6,2,6,2,2,6,4,6,1.81,3.67
23,2,6,6,6,5,6,6,4,4,4,6,2,2,6,4,5,4,5,5,5,5,2,4,2,6,2,2,6,2,6,1.43,2.83
45,2,3,5,5,7,6,7,5,5,4,7,2,2,6,5,3,5,2,4,2,4,1,4,1,3,1,1,2,2,4,2.25,2.17
41,1,4,6,6,6,5,6,4,2,4,6,2,2,6,3,3,3,7,4,3,4,3,4,3,4,3,2,5,3,6,2.46,1.67
23,2,7,7,7,7,7,7,5,5,2,7,1,1,7,1,5,5,5,7,1,7,1,7,1,7,4,1,7,4,7,1.24,5.0
55,1,4,6,5,4,6,6,5,5,2,6,2,2,6,2,2,4,2,5,1,5,1,5,1,5,1,1,5,1,5,1.64,4.0
38,1,5,3,6,7,5,7,3,3,2,6,3,2,6,2,2,5,2,5,1,6,2,6,2,6,2,1,6,1,7,1.28,4.5
26,2,6,4,5,6,5,5,5,5,3,7,3,2,7,2,4,4,3,5,2,6,2,6,2,6,1,1,5,1,6,1.11,4.17
21,1,6,6,6,7,7,7,4,4,2,7,3,1,6,1,2,6,2,5,1,5,1,6,1,5,2,1,4,4,5,1.24,3.33
31,1,7,5,6,6,7,7,4,6,4,7,1,1,7,1,5,1,6,6,2,5,2,6,2,6,2,1,6,3,5,1.85,3.67
21,1,6,5,5,4,4,4,5,5,3,6,3,4,5,1,2,5,2,4,2,4,2,4,1,4,2,2,4,1,4,1.81,2.33
20,1,6,6,6,4,6,6,5,4,1,6,2,2,6,2,5,5,6,6,1,6,1,7,1,6,1,1,6,1,6,1.81,5.17
32,2,5,5,3,2,6,7,5,5,2,7,4,2,5,1,7,4,7,4,2,4,2,6,2,4,2,1,5,3,6,1.25,2.83
50,2,6,7,7,7,7,7,6,7,1,7,1,1,7,3,1,7,4,6,1,4,1,5,1,7,1,1,6,1,7,1.93,4.83
36,2,5,5,5,5,5,5,4,4,4,5,6,2,5,6,1,5,2,2,4,2,3,2,4,2,5,2,2,3,2,1.02,-1.5
33,2,5,6,5,7,6,5,4,3,6,7,4,2,5,2,5,4,3,6,2,5,3,6,2,7,2,4,5,1,5,1.39,3.33
25,2,6,5,7,6,6,5,5,5,2,6,3,4,5,1,5,2,4,5,1,5,1,4,1,3,1,1,3,2,4,1.67,2.83
19,2,5,5,5,5,6,6,5,5,3,7,4,2,6,2,2,2,2,7,1,7,1,7,1,7,1,1,7,1,7,1.08,6.0
25,1,7,6,6,6,6,6,6,6,3,7,4,3,6,2,6,6,6,5,5,5,5,5,3,6,5,6,6,2,6,1.38,1.17
33,2,7,4,5,7,6,7,4,2,6,7,1,1,7,1,5,6,5,5,2,6,2,6,2,7,2,1,6,1,5,1.43,4.17
40,2,7,6,6,6,7,7,5,5,3,7,1,1,7,1,4,4,5,6,3,6,3,6,3,6,3,2,6,2,6,2.27,3.33
18,2,5,5,5,5,3,6,5,5,3,6,2,2,6,1,2,5,4,5,3,6,2,6,2,6,2,2,6,2,6,1.01,3.67
28,1,6,6,5,4,6,7,5,6,4,7,5,1,6,1,5,2,5,7,1,6,1,5,1,6,2,1,6,1,7,2.03,5.0
19,3,7,5,6,7,7,7,4,4,3,7,1,1,7,4,5,3,6,6,1,7,1,7,1,7,1,1,7,1,7,1.22,5.83
31,2,4,6,5,4,6,7,2,2,5,7,2,1,7,1,5,5,4,6,2,6,2,6,2,6,2,1,6,1,6,2.04,4.33
26,1,6,6,6,7,7,7,7,7,1,7,1,1,7,1,7,7,7,7,1,7,2,7,2,7,1,1,7,1,7,2.66,5.67
31,1,6,5,5,6,6,6,5,5,2,7,2,1,7,3,5,3,6,6,2,6,2,7,2,6,2,2,7,2,7,1.52,4.5
24,2,6,6,6,6,6,6,7,7,4,6,4,3,6,1,4,5,5,6,1,6,1,6,1,6,2,1,6,1,6,2.48,4.83
27,2,6,5,5,6,7,7,5,5,3,6,5,4,6,2,5,3,3,6,2,6,2,6,2,6,3,1,6,2,5,1.12,3.83
34,2,7,6,7,2,6,7,6,6,2,7,1,1,7,1,1,4,1,5,2,6,2,7,1,6,6,1,7,1,1,1.67,3.17
22,1,6,3,5,6,6,7,5,5,5,6,5,2,5,1,5,2,5,4,2,6,2,6,1,4,4,1,5,5,5,1.1,2.5
24,2,7,5,6,4,3,1,3,4,4,7,5,2,4,1,1,3,5,6,1,6,1,7,1,5,2,7,7,7,7,1.43,3.17
63,1,6,6,6,5,6,7,5,5,2,6,2,3,6,1,1,1,1,6,2,6,2,5,1,6,1,1,6,1,6,2.89,4.5
22,2,6,3,3,5,3,6,2,2,5,5,2,1,6,2,1,6,2,4,4,4,2,5,3,4,1,1,4,4,5,1.95,1.83
26,1,6,6,6,5,7,7,7,7,1,7,1,1,7,4,5,5,6,7,2,7,2,5,2,7,1,1,7,1,7,2.98,5.17
37,2,6,5,6,7,5,6,5,5,2,7,2,2,7,4,6,4,7,5,1,4,3,5,1,4,2,1,4,2,6,1.88,3.0
40,1,7,5,5,5,7,7,6,6,4,7,5,4,7,3,5,7,5,7,2,7,1,5,1,7,1,1,5,1,6,1.66,5.0
26,1,7,6,7,7,7,7,7,7,3,6,2,2,7,5,5,4,6,7,2,6,1,7,1,7,1,1,7,1,6,4.52,5.5
35,2,5,4,5,7,6,6,5,5,3,6,3,2,5,3,6,4,6,6,2,6,3,6,2,6,2,2,5,4,5,1.28,3.17
44,1,4,4,5,4,5,3,4,4,4,5,4,5,5,1,3,4,1,5,1,5,1,5,1,5,2,2,6,1,5,2.46,3.83
23,1,7,6,7,7,7,7,7,7,5,7,4,4,6,1,1,4,4,6,1,6,1,5,1,4,1,1,6,1,6,1.13,4.5
23,1,7,5,6,6,7,5,5,5,3,7,3,2,7,1,5,1,5,4,5,5,5,3,3,4,7,2,3,2,5,1.81,0.0
20,2,4,5,5,3,5,2,5,5,3,6,3,4,5,2,5,4,6,4,5,4,1,5,4,6,4,1,5,4,4,1.71,1.5
28,2,5,3,3,5,5,7,2,3,2,6,6,5,5,4,2,5,2,5,5,5,5,5,5,5,5,1,5,4,4,1.1,0.67
59,1,6,7,6,6,7,6,4,4,4,6,1,1,6,1,5,1,4,5,1,6,1,6,1,6,1,1,6,1,6,1.24,4.83
19,1,7,6,6,6,6,6,6,6,2,6,3,2,6,2,6,4,5,7,2,7,2,6,1,7,1,1,7,2,7,1.81,5.33
34,2,7,7,7,6,7,6,7,7,1,7,2,1,7,6,6,6,6,7,1,7,2,7,1,7,1,1,7,1,7,1.01,5.83
68,1,6,7,6,7,6,6,6,5,2,7,1,1,7,5,5,6,6,6,2,6,2,6,2,6,2,1,5,1,6,1.81,4.17
27,1,7,5,7,7,7,7,5,5,3,7,1,1,7,7,2,7,3,5,1,6,1,7,1,5,1,1,4,1,6,3.95,4.5
32,1,3,6,5,6,6,6,5,5,3,6,3,2,5,3,6,5,6,6,2,6,1,6,1,7,1,2,7,1,6,1.0,5.0
37,2,5,6,5,6,5,6,5,5,3,6,6,5,6,2,2,2,5,4,2,3,2,2,2,6,2,2,6,2,5,1.02,2.33
30,1,5,6,5,5,6,5,6,6,4,6,4,4,6,5,5,5,5,6,2,6,1,4,1,6,1,1,5,1,4,1.15,4.0
18,2,5,3,4,4,3,4,5,5,3,5,5,5,4,3,5,4,6,5,1,7,1,7,1,7,1,1,7,1,4,1.74,5.17
31,1,5,5,5,5,6,7,4,4,4,6,2,5,5,1,5,5,5,5,1,5,1,5,1,5,1,1,4,1,7,1.89,4.17
28,2,6,6,6,6,6,6,5,5,2,7,1,1,7,4,5,5,7,6,2,6,2,7,2,6,4,1,6,1,6,1.67,4.17
19,1,5,5,5,6,6,7,5,5,4,7,3,2,6,3,7,5,7,5,1,5,1,5,1,5,1,1,4,2,7,1.09,4.0
20,1,7,6,7,7,7,7,7,7,5,7,2,2,7,5,5,4,7,7,1,7,1,7,1,7,1,1,7,1,7,1.81,6.0
34,1,5,5,6,5,5,7,5,6,1,7,1,1,6,4,5,5,6,3,2,4,2,4,2,6,2,1,6,3,4,2.54,2.5
28,1,5,6,5,4,7,7,5,5,3,7,3,1,7,4,4,4,4,6,2,6,2,6,2,5,2,1,5,1,5,2.17,3.83
33,2,6,5,3,3,3,7,6,5,7,5,3,3,6,4,6,6,7,5,4,4,4,5,4,6,4,4,6,3,5,2.66,1.33
24,1,7,6,6,5,6,6,5,5,2,7,2,2,6,2,6,2,2,6,2,6,2,7,1,6,1,1,6,1,7,2.17,5.0
20,3,7,6,6,6,6,6,5,6,2,7,2,2,7,3,7,2,7,7,1,6,1,7,1,7,1,1,6,1,7,1.67,5.67
29,2,7,6,6,5,5,6,5,5,2,6,2,2,6,1,4,2,4,6,2,6,2,5,4,6,2,1,6,4,2,1.08,2.67
65,1,6,6,6,6,6,6,4,4,7,6,2,2,6,2,4,2,2,5,1,5,1,6,1,5,1,1,5,1,7,3.33,4.5
35,1,7,5,5,5,7,7,5,5,3,7,2,2,7,4,5,4,5,5,2,5,2,5,2,5,2,2,5,2,5,1.14,3.0
33,1,6,5,5,6,6,7,5,5,4,6,2,2,6,2,5,5,5,4,2,4,2,5,1,4,1,1,3,3,5,2.03,2.5
23,2,6,6,6,6,6,6,6,6,1,6,3,1,6,5,4,1,5,7,1,7,1,7,1,7,1,1,7,1,7,2.1,6.0
29,2,6,6,7,4,6,7,5,5,2,7,1,2,7,2,6,4,6,7,2,6,2,6,2,6,2,1,6,2,6,2.49,4.33
40,2,4,5,5,5,5,5,5,5,3,7,3,3,6,4,1,2,2,5,2,4,2,4,2,4,2,1,4,4,5,1.98,2.17
19,1,6,3,5,7,6,7,5,5,3,7,3,3,7,2,7,5,7,6,2,6,2,6,2,7,2,1,7,4,7,1.31,4.33
30,1,7,7,7,7,7,7,6,6,1,7,1,1,7,1,5,5,7,5,1,5,1,5,1,5,1,1,4,1,4,1.88,3.67
18,2,6,6,6,6,6,6,5,5,3,6,1,1,6,2,2,2,2,5,2,5,2,5,2,5,2,2,5,2,5,1.5,3.0
34,1,5,5,3,5,6,7,5,5,3,6,3,1,6,4,6,4,6,6,2,6,1,6,1,5,3,1,6,2,3,2.12,3.67
29,2,4,4,5,2,7,7,5,5,3,6,4,4,6,2,5,4,3,6,1,7,1,6,2,5,1,1,3,1,4,1.02,4.0
21,4,7,6,7,7,7,7,7,7,1,7,2,1,7,2,7,6,7,6,3,6,3,7,2,7,2,2,7,1,7,1.5,4.5
42,2,6,6,6,6,6,6,5,5,2,7,1,1,6,3,5,5,6,5,1,5,1,5,1,5,1,2,6,1,6,2.1,4.17
23,2,2,3,5,7,4,6,4,3,5,7,2,2,4,5,5,3,1,4,4,5,1,5,1,6,4,1,5,2,3,1.11,2.5
25,1,6,7,7,5,5,6,7,7,1,7,1,2,7,3,5,4,5,7,1,7,1,7,1,7,1,1,7,1,7,1.81,6.0
25,2,6,6,6,5,6,6,4,5,3,6,2,2,5,4,7,5,4,6,2,5,1,4,2,4,1,1,4,3,3,4.05,2.67
51,2,6,7,6,7,7,7,5,5,3,6,1,1,6,1,5,3,1,6,3,7,1,6,1,6,1,1,1,1,6,1.85,4.0
18,2,5,6,4,5,6,7,5,5,2,6,2,2,6,2,5,3,5,5,2,5,2,6,1,6,2,2,7,1,6,1.67,4.17
30,2,5,5,5,4,4,5,3,2,2,6,2,2,6,1,5,2,5,5,1,5,1,6,2,5,2,1,7,1,5,1.43,4.17
24,1,6,3,5,5,6,6,3,5,6,6,5,5,5,1,5,3,4,5,2,6,2,7,1,6,2,1,7,1,5,1.47,4.5
34,2,6,6,6,4,7,7,4,4,4,6,2,2,6,3,5,4,5,5,2,5,2,5,2,4,2,1,2,1,6,1.08,2.83
36,1,6,6,6,6,6,6,5,5,3,7,2,1,7,5,5,5,6,6,3,6,3,5,3,6,3,4,5,4,4,2.12,2.0
34,2,5,5,6,6,4,6,5,5,3,6,2,2,6,5,4,5,4,4,3,5,2,4,3,5,2,1,5,4,5,1.57,2.17
50,2,6,4,6,6,5,7,6,4,4,6,3,2,6,4,4,4,4,4,1,4,1,4,1,4,1,1,4,1,5,2.24,3.17
29,1,3,3,5,7,7,7,5,3,7,5,5,5,7,3,7,5,7,5,3,3,1,5,4,4,4,3,4,6,6,1.38,1.0
43,2,7,4,4,6,6,7,7,7,2,7,3,3,7,5,6,6,7,6,2,6,2,6,1,6,1,1,6,1,6,2.24,4.67
42,1,6,6,6,3,7,7,5,5,3,6,3,4,6,1,5,3,7,7,1,7,1,6,1,6,1,1,6,1,7,2.38,5.5
28,2,6,6,6,7,7,7,6,6,3,7,2,1,7,2,2,6,4,5,3,5,2,5,2,5,3,1,5,4,4,1.67,2.33
46,1,6,6,6,7,6,5,5,5,2,7,1,1,6,2,6,5,6,6,2,7,2,7,2,7,1,1,7,2,7,2.32,5.17
22,3,7,6,6,7,6,6,5,5,2,7,2,2,6,3,5,6,6,6,2,6,2,5,3,6,2,1,5,3,5,1.79,3.33
57,1,7,5,5,6,6,6,6,6,2,7,1,1,7,3,1,5,6,6,1,4,3,1,1,3,3,1,1,1,7,3.88,2.0
18,2,6,5,5,3,5,3,5,5,3,5,7,4,7,7,3,7,2,5,1,5,2,4,3,7,3,1,5,4,3,1.43,2.5
19,1,6,4,5,6,6,5,5,5,3,7,2,2,7,3,6,2,7,6,3,6,2,7,2,7,1,1,7,4,5,1.81,4.17
32,2,5,6,6,7,5,7,4,4,5,6,2,1,6,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
19,1,7,7,7,6,7,7,5,6,3,7,2,1,7,1,5,6,6,6,2,7,1,6,1,7,2,1,7,1,7,1.94,5.33
43,2,7,5,6,6,6,7,5,5,2,6,1,1,6,1,1,4,1,4,1,4,1,4,1,5,1,1,6,1,6,1.87,3.83
19,1,5,6,3,2,7,7,7,7,4,6,1,3,7,1,6,7,7,6,3,5,2,7,1,6,5,3,6,1,7,1.48,3.67
31,1,5,4,6,7,6,6,5,5,2,7,2,1,7,1,1,1,1,7,1,7,2,6,1,7,1,1,6,2,7,2.03,5.33
26,2,7,7,7,7,7,7,7,7,5,7,1,1,7,4,1,1,1,7,1,7,1,7,1,7,1,1,7,1,7,1.67,6.0
32,2,6,3,5,4,6,6,5,5,3,6,3,3,4,5,5,5,3,4,4,4,4,4,2,4,2,1,4,4,4,1.51,1.17
20,1,5,5,5,5,6,6,5,5,2,5,2,4,5,5,3,5,3,4,2,4,1,4,1,5,2,1,4,2,6,1.81,3.0
30,3,6,5,5,4,4,6,4,4,4,6,1,1,1,2,3,6,6,6,1,6,1,6,1,6,1,1,6,1,6,1.43,5.0
48,1,3,3,3,4,3,3,5,5,3,5,5,4,4,2,2,4,4,3,4,3,3,3,3,4,3,4,3,2,3,1.02,0.0
27,1,5,3,3,3,7,7,1,1,3,5,5,5,5,7,6,6,6,4,3,4,2,5,2,4,4,1,2,1,6,2.23,2.0
28,1,6,6,7,7,7,7,6,6,1,7,2,2,7,1,5,7,5,4,1,4,1,4,1,4,1,1,4,1,5,1.87,3.17
26,2,7,6,6,7,7,7,5,5,2,7,1,1,7,5,4,7,5,6,1,6,1,5,1,6,1,1,6,1,4,1.64,4.5
23,1,6,6,6,6,6,6,6,6,1,6,3,4,6,4,5,4,5,5,4,5,3,6,3,6,3,2,6,2,3,1.08,2.33
37,2,4,4,4,3,3,3,4,4,6,5,5,4,5,4,4,4,5,2,2,2,2,3,2,3,2,2,2,3,2,1.43,0.17
36,2,3,3,5,4,3,7,4,4,5,5,3,3,5,1,5,5,5,4,3,4,2,3,2,4,1,1,2,1,3,1.09,1.67
34,1,6,6,6,6,6,7,6,6,3,7,1,1,7,4,5,5,5,7,1,7,1,7,1,7,1,1,7,1,7,1.21,6.0
18,1,2,2,3,4,4,6,4,4,4,3,6,5,4,1,1,2,2,3,4,3,4,3,3,3,1,1,2,4,2,1.29,-0.17
29,1,5,5,5,5,7,7,5,5,2,7,1,3,6,2,5,1,6,6,2,6,3,6,4,5,2,3,5,1,5,1.95,3.0
43,1,5,6,6,6,6,6,5,5,3,7,3,2,6,2,7,6,7,5,2,5,2,5,2,5,2,2,5,2,5,2.82,3.0
